ID_notice,Titre_propre_x,Titre_collection_x,Titre_programme,Chaine,Date_de_diffusion,Jour,Statut_de_diffusion,Heure_de_diffusion,Heure_de_fin_de_diffusion,Duree,Genre,Generique,Descripteurs,Chapeau,Societe_de_programmes,Producteurs,Extension_geographique,Fonds,Titre_materiel,Titre_propre_y,Titre_collection_y,Date de diffusion,Image,Personnalité,Événement,Lieu,Illustration
4620485001019,[Anniversaire : les 10 ans de l'euro],20 heures,20 heures : [émission du 31décembre 2011],France 2,31/12/2011,samedi,Première diffusion,20:22:44,20:25:03,00:02:19:00,Journal télévisé ; Reportage ; Journal télévisé,"JOU,Duperray Julien ; JRI,Fadlaoui Nora",Union européenne ; politique monétaire ; monnaie ; euro ; prix ; augmentation ; crise économique ; anniversaire (10 ème) ; document d'archives,"Reportage. Réactions de commerçants et de clients le jour du passage à l'euro, le 1er janvier 2002, qui s'est accompagné d'une hausse de prix.  Retour 10 ans plus tard dans les mêmes lieux, dans un contexte de crise économique et de contestation de l'euro. Commentaire sur images factuelles, sur images d'archives, entrecoupé par des interviews de commerçants et de clients. Plateau en situation avec Julien DUPERRAY.",France 2,"Producteur, Paris : France 2, 2011",National,France 2 Actualités,[Journée de captation FR2 du 31 décembre 2011],[Anniversaire : les 10 ans de l'euro],20 heures, 31/12/2011,311211_AnniversaireLes10AnsDeLEuro_20h_FR2,"Nicolas Sarkozy, Angela Merkel",Changeover to the euro,Paris,"Celebration, Cash withdrawal"
4620485001019,[Anniversaire : les 10 ans de l'euro],20 heures,20 heures : [émission du 31décembre 2011],France 2,31/12/2011,samedi,Première diffusion,20:22:44,20:25:03,00:02:19:00,Journal télévisé ; Reportage ; Journal télévisé,"JOU,Duperray Julien ; JRI,Fadlaoui Nora",Union européenne ; politique monétaire ; monnaie ; euro ; prix ; augmentation ; crise économique ; anniversaire (10 ème) ; document d'archives,"Reportage. Réactions de commerçants et de clients le jour du passage à l'euro, le 1er janvier 2002, qui s'est accompagné d'une hausse de prix.  Retour 10 ans plus tard dans les mêmes lieux, dans un contexte de crise économique et de contestation de l'euro. Commentaire sur images factuelles, sur images d'archives, entrecoupé par des interviews de commerçants et de clients. Plateau en situation avec Julien DUPERRAY.",France 2,"Producteur, Paris : France 2, 2011",National,France 2 Actualités,[Journée de captation FR2 du 31 décembre 2011],[Anniversaire : les 10 ans de l'euro],20 heures, 31/12/2011,311211_AnniversaireLes10AnsDeLEuro_20h_FR2_1,"Nicolas Sarkozy, Angela Merkel",Changeover to the euro,Paris,"Payment, Confusion"
4620485001019,[Anniversaire : les 10 ans de l'euro],20 heures,20 heures : [émission du 31décembre 2011],France 2,31/12/2011,samedi,Première diffusion,20:22:44,20:25:03,00:02:19:00,Journal télévisé ; Reportage ; Journal télévisé,"JOU,Duperray Julien ; JRI,Fadlaoui Nora",Union européenne ; politique monétaire ; monnaie ; euro ; prix ; augmentation ; crise économique ; anniversaire (10 ème) ; document d'archives,"Reportage. Réactions de commerçants et de clients le jour du passage à l'euro, le 1er janvier 2002, qui s'est accompagné d'une hausse de prix.  Retour 10 ans plus tard dans les mêmes lieux, dans un contexte de crise économique et de contestation de l'euro. Commentaire sur images factuelles, sur images d'archives, entrecoupé par des interviews de commerçants et de clients. Plateau en situation avec Julien DUPERRAY.",France 2,"Producteur, Paris : France 2, 2011",National,France 2 Actualités,[Journée de captation FR2 du 31 décembre 2011],[Anniversaire : les 10 ans de l'euro],20 heures, 31/12/2011,311211_AnniversaireLes10AnsDeLEuro_20h_FR2_2,"Nicolas Sarkozy, Angela Merkel",Changeover to the euro,Paris,"Euro, Payment"
5823247001009,[Bahamasleaks : les réactions de la commission européenne face au scandale financier],20 heures,20 heures : [émission du 22 septembre 2016],France 2,22/09/2016,jeudi,Première diffusion,20:03:14,20:04:46,00:01:32:00,Journal télévisé ; Reportage,"JOU,Lerouge Valéry ; JOU,Hug Hélène ; JRI,Bohn Frédéric ; JRI,Jacquet Alexis ; PAR,Philippot Florian ; PAR,Goulard Sylvie ; PAR,Moscovici Pierre",scandale financier ; fiscalité ; évasion monétaire ; Commission européenne,"Reportage consacré aux réactions des membres de la Commission européenne après la révélation d'un scandale financier et d'évasion fiscale qui touche Neelie KROES, une ancienne commissaire européenne.",France 2,"Producteur, Paris : France Télévisions, 2016",National,France 2 Actualités,[Journée de captation FR2 du 22 septembre 2016],Bahamasleaks : les réactions de la commission européenne face au scandale financier,20 heures,22/09/2016_x000D_,220916_BahamasleaksLesReactionsDeLaCommissionEuropeenneFaceAuScandaleFinancier_20h_FR2,Jean Claude Juncker,Neelie Kroes scandal,Brussels,European Parliament
5823247001009,[Bahamasleaks : les réactions de la commission européenne face au scandale financier],20 heures,20 heures : [émission du 22 septembre 2016],France 2,22/09/2016,jeudi,Première diffusion,20:03:14,20:04:46,00:01:32:00,Journal télévisé ; Reportage,"JOU,Lerouge Valéry ; JOU,Hug Hélène ; JRI,Bohn Frédéric ; JRI,Jacquet Alexis ; PAR,Philippot Florian ; PAR,Goulard Sylvie ; PAR,Moscovici Pierre",scandale financier ; fiscalité ; évasion monétaire ; Commission européenne,"Reportage consacré aux réactions des membres de la Commission européenne après la révélation d'un scandale financier et d'évasion fiscale qui touche Neelie KROES, une ancienne commissaire européenne.",France 2,"Producteur, Paris : France Télévisions, 2016",National,France 2 Actualités,[Journée de captation FR2 du 22 septembre 2016],Bahamasleaks : les réactions de la commission européenne face au scandale financier,20 heures,22/09/2016_x000D_,220916_BahamasleaksLesReactionsDeLaCommissionEuropeenneFaceAuScandaleFinancier_20h_FR2_1,Jose Manuel Barroso,Jose Manuel Barroso affair,Brussels,European Commission
1916758001021,[Berlusconi et l'Europe],20 heures le journal,20 heures le journal : [émission du 9 Janvier 2002],France 2,09/01/2002,mercredi,Première diffusion,20:16:16,20:17:37,00:01:21:00,Journal télévisé,"JOU,Staes Isabelle ; JRI,Merlin Dominique ; PAR,Berlusconi Silvio ; PAR,D'Alema Massimo ; PAR,Prodi Romano",Italie ; Rome ; politique intérieure ; crise politique ; ministre (des Affaires étrangères) ; démission ; Ruggiero Renato ; Union européenne,"Reportage. Silvio BERLUSCONI a pris, aujourd'hui, officiellement, ses fonctions de ministre des Affaires étrangères, en plus de son poste de chef du gouvernement. Son prédécesseur avait été poussé à la démission, en raison de ses opinions pro-européennes. Ceci a entrainé l'inquiétude dans les autres capitales de l'Union européenne.  Silvio BERLUSCONI cherche à rassurer. Commentaire sur images factuelles (Silvio BERLUSCONI dans la pièce où il va tenir une conférence de   presse, oignée de main  entre Renato RUGGIERO et Silvio BERLUSCONI, Umberto  BOSSI faisant un bras d'honneur lors d'un meeting, hoto de famille du Gouvernement BERLUSCONI), images d'archives (signature du traité de Rome) et interview de Pietro SCOPPOLA, professeur d'histoire politique.",France 2,"Producteur, Paris : France 2, 2002",National,France 2 Actualités,[Journée de programme F2 du 9 janvier 2002],[Berlusconi et l'Europe],20 heures le journal,2002-01-09 00:00:00,090102_BerlusconiEtLEurope_20h_FR2,Silvio Berlusconi,Silvio Berlusconi s Europe,Rome,Council of the European Union
1916758001021,[Berlusconi et l'Europe],20 heures le journal,20 heures le journal : [émission du 9 Janvier 2002],France 2,09/01/2002,mercredi,Première diffusion,20:16:16,20:17:37,00:01:21:00,Journal télévisé,"JOU,Staes Isabelle ; JRI,Merlin Dominique ; PAR,Berlusconi Silvio ; PAR,D'Alema Massimo ; PAR,Prodi Romano",Italie ; Rome ; politique intérieure ; crise politique ; ministre (des Affaires étrangères) ; démission ; Ruggiero Renato ; Union européenne,"Reportage. Silvio BERLUSCONI a pris, aujourd'hui, officiellement, ses fonctions de ministre des Affaires étrangères, en plus de son poste de chef du gouvernement. Son prédécesseur avait été poussé à la démission, en raison de ses opinions pro-européennes. Ceci a entrainé l'inquiétude dans les autres capitales de l'Union européenne.  Silvio BERLUSCONI cherche à rassurer. Commentaire sur images factuelles (Silvio BERLUSCONI dans la pièce où il va tenir une conférence de   presse, oignée de main  entre Renato RUGGIERO et Silvio BERLUSCONI, Umberto  BOSSI faisant un bras d'honneur lors d'un meeting, hoto de famille du Gouvernement BERLUSCONI), images d'archives (signature du traité de Rome) et interview de Pietro SCOPPOLA, professeur d'histoire politique.",France 2,"Producteur, Paris : France 2, 2002",National,France 2 Actualités,[Journée de programme F2 du 9 janvier 2002],[Berlusconi et l'Europe],20 heures le journal,2002-01-09 00:00:00,090102_BerlusconiEtLEurope_20h_FR2_1,Silvio Berlusconi,Treaty of Rome,Rome,"Signature, BW"
1916758001021,[Berlusconi et l'Europe],20 heures le journal,20 heures le journal : [émission du 9 Janvier 2002],France 2,09/01/2002,mercredi,Première diffusion,20:16:16,20:17:37,00:01:21:00,Journal télévisé,"JOU,Staes Isabelle ; JRI,Merlin Dominique ; PAR,Berlusconi Silvio ; PAR,D'Alema Massimo ; PAR,Prodi Romano",Italie ; Rome ; politique intérieure ; crise politique ; ministre (des Affaires étrangères) ; démission ; Ruggiero Renato ; Union européenne,"Reportage. Silvio BERLUSCONI a pris, aujourd'hui, officiellement, ses fonctions de ministre des Affaires étrangères, en plus de son poste de chef du gouvernement. Son prédécesseur avait été poussé à la démission, en raison de ses opinions pro-européennes. Ceci a entrainé l'inquiétude dans les autres capitales de l'Union européenne.  Silvio BERLUSCONI cherche à rassurer. Commentaire sur images factuelles (Silvio BERLUSCONI dans la pièce où il va tenir une conférence de   presse, oignée de main  entre Renato RUGGIERO et Silvio BERLUSCONI, Umberto  BOSSI faisant un bras d'honneur lors d'un meeting, hoto de famille du Gouvernement BERLUSCONI), images d'archives (signature du traité de Rome) et interview de Pietro SCOPPOLA, professeur d'histoire politique.",France 2,"Producteur, Paris : France 2, 2002",National,France 2 Actualités,[Journée de programme F2 du 9 janvier 2002],[Berlusconi et l'Europe],20 heures le journal,2002-01-09 00:00:00,090102_BerlusconiEtLEurope_20h_FR2_2,Silvio Berlusconi,Treaty of Rome,Rome,"Signature, BW"
5938906001018,[Bilan de l'UE à l'occasion du 60ème anniversaire du traité de Rome],20 heures,20 heures : [émission du 25 mars 2017],France 2,25/03/2017,samedi,Première diffusion,20:14:03,20:16:05,00:02:02:00,Journal télévisé ; Reportage,"JOU,Boissin Magali ; PAR,Hollande François ; PAR,Juncker Jean Claude ; PAR,Sarkozy Nicolas ; PAR,Farage Nigel",Italie ; Rome ; Europe ; Union européenne ; traité (Rome) ; commémoration ; anniversaire (60ème),"Reportage. A Rome, les dirigeants des pays de l'Union Européenne ont célébré aujourd'hui le 60ème anniversaire du traité de Rome, signé le 25 mars 1957, qui a instité la construction européenne qui pose tant de questions aujourd'hui et est plus que jamais remise en question.",France 2,"Producteur, Paris : France Télévisions, 2017",National,France 2 Actualités,[Journée de captation FR2 du 25 mars 2017],[ Bilan de l ' UE à l ' occasion du 60ème anniversaire du traité de Rome ], 20 heures,2017-03-25 00:00:00,250317_BilanDeLUEALOccasionDu60EmeAnniversaireDuTraiteDeRome_20h_FR2,Jose Manuel Barroso,Treaty of Rome,Rome,"Signature, BW"
5938906001018,[Bilan de l'UE à l'occasion du 60ème anniversaire du traité de Rome],20 heures,20 heures : [émission du 25 mars 2017],France 2,25/03/2017,samedi,Première diffusion,20:14:03,20:16:05,00:02:02:00,Journal télévisé ; Reportage,"JOU,Boissin Magali ; PAR,Hollande François ; PAR,Juncker Jean Claude ; PAR,Sarkozy Nicolas ; PAR,Farage Nigel",Italie ; Rome ; Europe ; Union européenne ; traité (Rome) ; commémoration ; anniversaire (60ème),"Reportage. A Rome, les dirigeants des pays de l'Union Européenne ont célébré aujourd'hui le 60ème anniversaire du traité de Rome, signé le 25 mars 1957, qui a instité la construction européenne qui pose tant de questions aujourd'hui et est plus que jamais remise en question.",France 2,"Producteur, Paris : France Télévisions, 2017",National,France 2 Actualités,[Journée de captation FR2 du 25 mars 2017],[ Bilan de l ' UE à l ' occasion du 60ème anniversaire du traité de Rome ], 20 heures,2017-03-25 00:00:00,250317_BilanDeLUEALOccasionDu60EmeAnniversaireDuTraiteDeRome_20h_FR2_1,Jose Manuel Barroso,Enlargement of the European Union,Europe,"Flag of Europe, European Union countries flag"
5938906001018,[Bilan de l'UE à l'occasion du 60ème anniversaire du traité de Rome],20 heures,20 heures : [émission du 25 mars 2017],France 2,25/03/2017,samedi,Première diffusion,20:14:03,20:16:05,00:02:02:00,Journal télévisé ; Reportage,"JOU,Boissin Magali ; PAR,Hollande François ; PAR,Juncker Jean Claude ; PAR,Sarkozy Nicolas ; PAR,Farage Nigel",Italie ; Rome ; Europe ; Union européenne ; traité (Rome) ; commémoration ; anniversaire (60ème),"Reportage. A Rome, les dirigeants des pays de l'Union Européenne ont célébré aujourd'hui le 60ème anniversaire du traité de Rome, signé le 25 mars 1957, qui a instité la construction européenne qui pose tant de questions aujourd'hui et est plus que jamais remise en question.",France 2,"Producteur, Paris : France Télévisions, 2017",National,France 2 Actualités,[Journée de captation FR2 du 25 mars 2017],[ Bilan de l ' UE à l ' occasion du 60ème anniversaire du traité de Rome ], 20 heures,2017-03-25 00:00:00,250317_BilanDeLUEALOccasionDu60EmeAnniversaireDuTraiteDeRome_20h_FR2_2,Jose Manuel Barroso,Changeover to the euro,Europe,"Celebration, Fireworks, Cash withdrawal"
5938906001018,[Bilan de l'UE à l'occasion du 60ème anniversaire du traité de Rome],20 heures,20 heures : [émission du 25 mars 2017],France 2,25/03/2017,samedi,Première diffusion,20:14:03,20:16:05,00:02:02:00,Journal télévisé ; Reportage,"JOU,Boissin Magali ; PAR,Hollande François ; PAR,Juncker Jean Claude ; PAR,Sarkozy Nicolas ; PAR,Farage Nigel",Italie ; Rome ; Europe ; Union européenne ; traité (Rome) ; commémoration ; anniversaire (60ème),"Reportage. A Rome, les dirigeants des pays de l'Union Européenne ont célébré aujourd'hui le 60ème anniversaire du traité de Rome, signé le 25 mars 1957, qui a instité la construction européenne qui pose tant de questions aujourd'hui et est plus que jamais remise en question.",France 2,"Producteur, Paris : France Télévisions, 2017",National,France 2 Actualités,[Journée de captation FR2 du 25 mars 2017],[ Bilan de l ' UE à l ' occasion du 60ème anniversaire du traité de Rome ], 20 heures,2017-03-25 00:00:00,250317_BilanDeLUEALOccasionDu60EmeAnniversaireDuTraiteDeRome_20h_FR2_3,Jose Manuel Barroso,Treaty establishing a Constitution for Europe,Europe,"Referendum, Result"
5938906001018,[Bilan de l'UE à l'occasion du 60ème anniversaire du traité de Rome],20 heures,20 heures : [émission du 25 mars 2017],France 2,25/03/2017,samedi,Première diffusion,20:14:03,20:16:05,00:02:02:00,Journal télévisé ; Reportage,"JOU,Boissin Magali ; PAR,Hollande François ; PAR,Juncker Jean Claude ; PAR,Sarkozy Nicolas ; PAR,Farage Nigel",Italie ; Rome ; Europe ; Union européenne ; traité (Rome) ; commémoration ; anniversaire (60ème),"Reportage. A Rome, les dirigeants des pays de l'Union Européenne ont célébré aujourd'hui le 60ème anniversaire du traité de Rome, signé le 25 mars 1957, qui a instité la construction européenne qui pose tant de questions aujourd'hui et est plus que jamais remise en question.",France 2,"Producteur, Paris : France Télévisions, 2017",National,France 2 Actualités,[Journée de captation FR2 du 25 mars 2017],[ Bilan de l ' UE à l ' occasion du 60ème anniversaire du traité de Rome ], 20 heures,2017-03-25 00:00:00,250317_BilanDeLUEALOccasionDu60EmeAnniversaireDuTraiteDeRome_20h_FR2_4,Jean Claude Juncker,Treaty establishing a Constitution for Europe,Brussels,Discourse
5938906001018,[Bilan de l'UE à l'occasion du 60ème anniversaire du traité de Rome],20 heures,20 heures : [émission du 25 mars 2017],France 2,25/03/2017,samedi,Première diffusion,20:14:03,20:16:05,00:02:02:00,Journal télévisé ; Reportage,"JOU,Boissin Magali ; PAR,Hollande François ; PAR,Juncker Jean Claude ; PAR,Sarkozy Nicolas ; PAR,Farage Nigel",Italie ; Rome ; Europe ; Union européenne ; traité (Rome) ; commémoration ; anniversaire (60ème),"Reportage. A Rome, les dirigeants des pays de l'Union Européenne ont célébré aujourd'hui le 60ème anniversaire du traité de Rome, signé le 25 mars 1957, qui a instité la construction européenne qui pose tant de questions aujourd'hui et est plus que jamais remise en question.",France 2,"Producteur, Paris : France Télévisions, 2017",National,France 2 Actualités,[Journée de captation FR2 du 25 mars 2017],[ Bilan de l ' UE à l ' occasion du 60ème anniversaire du traité de Rome ], 20 heures,2017-03-25 00:00:00,250317_BilanDeLUEALOccasionDu60EmeAnniversaireDuTraiteDeRome_20h_FR2_5,Jean Claude Juncker,European debt crisis,Athens,Demonstration
5938906001018,[Bilan de l'UE à l'occasion du 60ème anniversaire du traité de Rome],20 heures,20 heures : [émission du 25 mars 2017],France 2,25/03/2017,samedi,Première diffusion,20:14:03,20:16:05,00:02:02:00,Journal télévisé ; Reportage,"JOU,Boissin Magali ; PAR,Hollande François ; PAR,Juncker Jean Claude ; PAR,Sarkozy Nicolas ; PAR,Farage Nigel",Italie ; Rome ; Europe ; Union européenne ; traité (Rome) ; commémoration ; anniversaire (60ème),"Reportage. A Rome, les dirigeants des pays de l'Union Européenne ont célébré aujourd'hui le 60ème anniversaire du traité de Rome, signé le 25 mars 1957, qui a instité la construction européenne qui pose tant de questions aujourd'hui et est plus que jamais remise en question.",France 2,"Producteur, Paris : France Télévisions, 2017",National,France 2 Actualités,[Journée de captation FR2 du 25 mars 2017],[ Bilan de l ' UE à l ' occasion du 60ème anniversaire du traité de Rome ], 20 heures,2017-03-25 00:00:00,250317_BilanDeLUEALOccasionDu60EmeAnniversaireDuTraiteDeRome_20h_FR2_6,Jean Claude Juncker,European debt crisis,Athens,"Demonstration, Flag of Europe"
